income_lower,income_upper,Annual Income,Credit Score,Loan Principal ,Years,months,PMT_calc_1,PMT_calc_2,PMT_calc_3,Monthly Payment,percent_of_monthly_income,below_10%_monthly_income,below_20%_monthly_income,below_40%_monthly_income,credit_score_threshold,Loan Approval
35000,75000,"$58,737.00",486,"$28,023.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$332.64,6.80%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$54,612.00",723,"$27,727.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$425.28,9.34%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$54,834.00",453,"$5,103.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,$442.72,9.69%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$54,136.00",455,"$2,713.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$34.62,0.77%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$57,847.00",635,"$47,665.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$608.25,12.62%,FALSE,TRUE,TRUE,650,Denied
35000,75000,"$72,941.00",483,"$42,080.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$584.23,9.61%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$70,919.00",399,"$32,979.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$570.21,9.65%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$59,738.00",712,"$4,751.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$56.40,1.13%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$58,527.00",465,"$31,402.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$372.75,7.64%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$45,865.00",398,"$5,230.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$126.46,3.31%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$38,178.00",641,"$9,931.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$308.92,9.71%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$52,168.00",304,"$43,763.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$558.46,12.85%,FALSE,TRUE,TRUE,650,Denied
35000,75000,"$58,797.00",753,"$45,844.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$918.62,18.75%,FALSE,TRUE,TRUE,650,Approved
60000,100000,"$75,568.00",752,"$10,575.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,$917.46,14.57%,FALSE,TRUE,TRUE,650,Approved
60000,100000,"$64,836.00",671,"$24,832.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$2,154.36",39.87%,FALSE,FALSE,TRUE,740,Denied
60000,100000,"$85,773.00",360,"$18,858.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$240.65,3.37%,TRUE,TRUE,TRUE,500,Denied
60000,100000,"$88,854.00",410,"$31,213.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$2,707.96",36.57%,FALSE,FALSE,TRUE,740,Denied
60000,100000,"$80,740.00",312,"$47,896.00",4,48,0.00625,0.00842874469589205,0.348599151342728,"$1,158.07",17.21%,FALSE,TRUE,TRUE,650,Denied
60000,100000,"$61,117.00",697,"$37,472.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$750.86,14.74%,FALSE,TRUE,TRUE,650,Approved
60000,100000,"$77,407.00",352,"$42,228.00",4,48,0.00625,0.00842874469589205,0.348599151342728,"$1,021.03",15.83%,FALSE,TRUE,TRUE,650,Denied
60000,100000,"$95,468.00",508,"$8,794.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$134.88,1.70%,TRUE,TRUE,TRUE,500,Approved
60000,100000,"$96,203.00",309,"$33,974.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$471.69,5.88%,TRUE,TRUE,TRUE,500,Denied
60000,100000,"$68,672.00",409,"$30,038.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$417.04,7.29%,TRUE,TRUE,TRUE,500,Denied
70000,125000,"$83,927.00",844,"$28,094.00",2,24,0.00625,0.00725807511323252,0.161292018117204,"$1,264.22",18.08%,FALSE,TRUE,TRUE,650,Approved
70000,125000,"$106,716.00",367,"$36,904.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$892.30,10.03%,FALSE,TRUE,TRUE,650,Denied
70000,125000,"$81,176.00",479,"$16,788.00",2,24,0.00625,0.00725807511323252,0.161292018117204,$755.45,11.17%,FALSE,TRUE,TRUE,650,Denied
70000,125000,"$100,552.00",828,"$5,411.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$64.23,0.77%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$116,879.00",556,"$27,953.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$560.12,5.75%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$78,128.00",523,"$11,748.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$203.12,3.12%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$89,419.00",743,"$12,566.00",2,24,0.00625,0.00725807511323252,0.161292018117204,$565.46,7.59%,TRUE,TRUE,TRUE,500,Approved
70000,125000,"$96,051.00",554,"$41,843.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$3,630.19",45.35%,FALSE,FALSE,FALSE,800,Denied
70000,125000,"$81,406.00",455,"$23,541.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$326.84,4.82%,TRUE,TRUE,TRUE,500,Denied
70000,125000,"$110,134.00",351,"$10,177.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,$882.93,9.62%,TRUE,TRUE,TRUE,500,Denied
90000,175000,"$111,976.00",536,"$21,197.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$294.30,3.15%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$107,701.00",776,"$34,097.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$473.40,5.27%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$169,865.00",586,"$1,850.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$57.55,0.41%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$129,512.00",662,"$32,279.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$383.16,3.55%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$98,669.00",726,"$7,462.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$103.60,1.26%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$103,124.00",635,"$24,969.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$296.39,3.45%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$104,182.00",705,"$27,275.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$418.35,4.82%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$158,307.00",524,"$29,812.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$515.45,3.91%,TRUE,TRUE,TRUE,500,Approved
90000,175000,"$104,889.00",514,"$21,503.00",2,24,0.00625,0.00725807511323252,0.161292018117204,$967.63,11.07%,FALSE,TRUE,TRUE,650,Denied
90000,175000,"$173,262.00",341,"$36,402.00",2,24,0.00625,0.00725807511323252,0.161292018117204,"$1,638.08",11.35%,FALSE,TRUE,TRUE,650,Denied
10000,25000,"$13,119.00",367,"$31,124.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$968.15,88.56%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$10,805.00",452,"$46,307.00",3,36,0.00625,0.00782153834696505,0.251446135514408,"$1,440.44",159.97%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$15,038.00",581,"$36,989.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$639.54,51.03%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$24,428.00",325,"$30,485.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$948.27,46.58%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$16,694.00",372,"$3,118.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$96.99,6.97%,TRUE,TRUE,TRUE,500,Denied
10000,25000,"$22,156.00",710,"$41,850.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$581.04,31.47%,FALSE,FALSE,TRUE,740,Denied
10000,25000,"$22,148.00",832,"$12,497.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$216.07,11.71%,FALSE,TRUE,TRUE,650,Approved
10000,25000,"$15,059.00",834,"$6,362.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$75.52,6.02%,TRUE,TRUE,TRUE,500,Approved
10000,25000,"$18,021.00",310,"$40,970.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$820.95,54.67%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$20,092.00",456,"$2,022.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$31.01,1.85%,TRUE,TRUE,TRUE,500,Denied
10000,25000,"$14,021.00",728,"$31,341.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$628.01,53.75%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$19,507.00",708,"$48,494.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$4,207.21",258.81%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$11,093.00",526,"$46,365.00",2,24,0.00625,0.00725807511323252,0.161292018117204,"$2,086.41",225.70%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$18,334.00",731,"$5,159.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$61.24,4.01%,TRUE,TRUE,TRUE,500,Approved
10000,25000,"$20,563.00",768,"$24,874.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$773.74,45.15%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$13,974.00",450,"$38,884.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$3,373.48",289.69%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$23,615.00",670,"$19,739.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$274.05,13.93%,FALSE,TRUE,TRUE,650,Approved
10000,25000,"$15,255.00",789,"$42,891.00",4,48,0.00625,0.00842874469589205,0.348599151342728,"$1,037.06",81.58%,FALSE,FALSE,FALSE,800,Denied
10000,25000,"$23,371.00",623,"$18,520.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$576.09,29.58%,FALSE,FALSE,TRUE,740,Denied
10000,25000,"$10,954.00",483,"$27,272.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$323.72,35.46%,FALSE,FALSE,TRUE,740,Denied
15000,45000,"$29,787.00",495,"$11,397.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$275.57,11.10%,FALSE,TRUE,TRUE,650,Denied
15000,45000,"$31,749.00",306,"$6,003.00",2,24,0.00625,0.00725807511323252,0.161292018117204,$270.13,10.21%,FALSE,TRUE,TRUE,650,Denied
15000,45000,"$34,423.00",317,"$3,546.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$85.74,2.99%,TRUE,TRUE,TRUE,500,Denied
15000,45000,"$27,123.00",613,"$2,989.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$51.68,2.29%,TRUE,TRUE,TRUE,500,Approved
15000,45000,"$21,709.00",512,"$17,351.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$300.00,16.58%,FALSE,TRUE,TRUE,650,Denied
15000,45000,"$37,486.00",693,"$7,980.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$101.83,3.26%,TRUE,TRUE,TRUE,500,Approved
15000,45000,"$37,715.00",311,"$24,358.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$588.95,18.74%,FALSE,TRUE,TRUE,650,Denied
15000,45000,"$20,325.00",304,"$32,492.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$2,818.92",166.43%,FALSE,FALSE,FALSE,800,Denied
15000,45000,"$19,638.00",780,"$25,831.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$803.50,49.10%,FALSE,FALSE,FALSE,800,Denied
15000,45000,"$27,256.00",328,"$3,643.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$113.32,4.99%,TRUE,TRUE,TRUE,500,Denied
15000,45000,"$32,491.00",601,"$29,014.00",5,60,0.00625,0.00908309005172814,0.453294408276502,$581.38,21.47%,FALSE,FALSE,TRUE,740,Denied
15000,45000,"$37,881.00",569,"$28,962.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$369.58,11.71%,FALSE,TRUE,TRUE,650,Denied
15000,45000,"$29,757.00",755,"$36,002.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$870.49,35.10%,FALSE,FALSE,TRUE,740,Approved
15000,45000,"$31,319.00",456,"$40,916.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$3,549.77",136.01%,FALSE,FALSE,FALSE,800,Denied
15000,45000,"$26,682.00",305,"$42,407.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$650.45,29.25%,FALSE,FALSE,TRUE,740,Denied
15000,45000,"$33,687.00",461,"$11,102.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$154.14,5.49%,TRUE,TRUE,TRUE,500,Denied
15000,45000,"$35,657.00",714,"$16,019.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$498.29,16.77%,FALSE,TRUE,TRUE,650,Approved
15000,45000,"$36,905.00",417,"$40,163.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$616.03,20.03%,FALSE,FALSE,TRUE,740,Denied
15000,45000,"$18,778.00",637,"$12,311.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$157.10,10.04%,FALSE,TRUE,TRUE,650,Denied
15000,45000,"$35,453.00",538,"$20,520.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$284.90,9.64%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$35,727.00",810,"$24,508.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$762.35,25.61%,FALSE,FALSE,TRUE,740,Approved
35000,75000,"$71,244.00",626,"$48,486.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$4,206.52",70.85%,FALSE,FALSE,FALSE,800,Denied
35000,75000,"$44,629.00",476,"$18,633.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$221.18,5.95%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$47,403.00",714,"$30,321.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$420.97,10.66%,FALSE,TRUE,TRUE,650,Approved
35000,75000,"$64,396.00",781,"$23,426.00",8,96,0.00625,0.0113669979437645,0.818719671002327,$325.24,6.06%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$37,720.00",510,"$7,201.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$110.45,3.51%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$47,675.00",563,"$29,615.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$454.24,11.43%,FALSE,TRUE,TRUE,650,Denied
35000,75000,"$44,432.00",620,"$23,533.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$2,041.66",55.14%,FALSE,FALSE,FALSE,800,Denied
35000,75000,"$64,849.00",480,"$15,097.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$192.65,3.56%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$41,023.00",788,"$38,808.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$670.99,19.63%,FALSE,TRUE,TRUE,650,Approved
35000,75000,"$48,970.00",328,"$2,267.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$70.52,1.73%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$74,082.00",807,"$4,080.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$62.58,1.01%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$67,050.00",839,"$11,703.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$202.35,3.62%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$38,769.00",736,"$39,289.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$602.63,18.65%,FALSE,TRUE,TRUE,650,Approved
35000,75000,"$57,805.00",514,"$20,141.00",6,72,0.00625,0.00978823393808716,0.566117430093945,$348.24,7.23%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$69,533.00",662,"$29,189.00",2,24,0.00625,0.00725807511323252,0.161292018117204,"$1,313.49",22.67%,FALSE,FALSE,TRUE,740,Denied
35000,75000,"$53,491.00",842,"$6,010.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,$521.41,11.70%,FALSE,TRUE,TRUE,650,Approved
35000,75000,"$68,603.00",680,"$29,616.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$921.24,16.11%,FALSE,TRUE,TRUE,650,Approved
35000,75000,"$46,884.00",394,"$31,553.00",10,120,0.00625,0.0132004039820484,1.11206463712775,$374.54,9.59%,TRUE,TRUE,TRUE,500,Denied
35000,75000,"$47,470.00",810,"$19,639.00",1,12,0.00625,0.00673520374285019,0.0776325988560311,"$1,703.83",43.07%,FALSE,FALSE,FALSE,800,Approved
35000,75000,"$71,419.00",803,"$38,036.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$583.41,9.80%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$68,942.00",638,"$2,782.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$42.67,0.74%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$73,085.00",330,"$45,902.00",3,36,0.00625,0.00782153834696505,0.251446135514408,"$1,427.84",23.44%,FALSE,FALSE,TRUE,740,Denied
35000,75000,"$38,302.00",524,"$38,818.00",7,84,0.00625,0.0105481199769117,0.687699196305867,$595.40,18.65%,FALSE,TRUE,TRUE,650,Denied
35000,75000,"$56,933.00",847,"$16,569.00",3,36,0.00625,0.00782153834696505,0.251446135514408,$515.40,10.86%,FALSE,TRUE,TRUE,650,Approved
35000,75000,"$68,842.00",746,"$18,810.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$454.81,7.93%,TRUE,TRUE,TRUE,500,Approved
35000,75000,"$73,303.00",579,"$31,182.00",4,48,0.00625,0.00842874469589205,0.348599151342728,$753.95,12.34%,FALSE,TRUE,TRUE,650,Denied
35000,75000,"$52,444.00",674,"$13,464.00",9,108,0.00625,0.0122494475353301,0.959911605652823,$171.81,3.93%,TRUE,TRUE,TRUE,500,Approved
